DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7792525,1,1,2,2,,1,,2,,,,2,2,120,40,1,52,52,18.8854706684996
7792595,1,1,1,1,1,2,1360000,1,380000,1,800000,1,2,96,43,1,54,54,33.3672782548917
7792695,1,1,1,3,,2,,2,,,,2,2,180,48,1,66,66,9.98111773607184
7792710,1,1,1,1,1,2,1000000,2,,2,,2,2,18,41,1,66,66,19.2044448143381
7792710,1,1,1,2,,1,,2,,,,2,2,22,30,1,66,66,19.2044448143381
7792710,1,1,2,1,2,1,1000000,2,,2,,2,2,12,38,1,66,66,19.2044448143381
7792755,1,1,1,2,,1,,2,,,,2,2,36,36,1,66,66,74.3328120557391
7792807,1,2,1,1,2,1,1200000,2,,2,,2,2,8,30,1,68,68,35.7084651657213
7792807,1,4,1,2,,2,,2,,,,2,2,250,65,1,68,68,35.7084651657213
7792808,1,1,1,3,,2,,2,,,,2,2,36,26,1,68,68,161.960502697531
7792824,1,2,1,3,,1,,2,,,,2,2,72,17,1,70,70,10.0316745770528
7792824,1,2,2,3,,2,,2,,,,2,2,72,60,1,70,70,10.0316745770528
7792847,1,1,1,3,,1,,2,,,,2,2,120,64,1,70,70,13.0716338581164
7792847,1,1,2,3,,2,,2,,,,2,2,84,35,1,70,70,13.0716338581164
7792876,1,1,1,3,,1,,2,,,,2,2,17,48,1,70,70,18.849859206663
7792876,1,1,2,3,,1,,2,,,,2,2,17,14,1,70,70,18.849859206663
7792876,1,1,3,3,,1,,2,,,,2,2,17,12,1,70,70,18.849859206663
7792888,1,1,1,3,,2,,2,,,,2,2,120,42,1,70,70,15.8228589114394
7792966,1,2,1,2,,1,,2,,,,2,2,180,44,1,73,73,18.7639150799561
7792980,1,1,1,1,1,2,1300000,1,225000,1,650000,1,1,18,26,1,73,73,19.6681445939152
7792980,1,1,1,2,,2,,1,370000,,,1,1,72,41,1,73,73,19.6681445939152
7792980,1,1,2,1,1,2,1300000,1,225000,1,217000,1,1,3,21,1,73,73,19.6681445939152
7792980,1,1,3,1,1,1,1300000,1,225000,1,217000,1,1,3,41,1,73,73,19.6681445939152
7792980,1,1,4,1,1,1,1300000,1,225000,1,217000,1,1,3,28,1,73,73,19.6681445939152
7792980,1,1,5,1,1,1,1300000,1,225000,1,217000,1,1,3,26,1,73,73,19.6681445939152
7792982,1,1,1,1,2,1,1300000,1,225000,2,,1,1,6,32,1,73,73,20.1127989501254
7793026,1,1,1,2,,2,,2,,,,2,2,240,65,1,76,76,88.3979972064089
7793047,1,1,1,1,2,2,600000,2,,2,,2,2,24,27,1,76,76,133.927182764345
7793110,1,1,1,2,,1,,2,,,,2,2,96,68,1,76,76,12.8221180022644
7793110,1,1,2,1,2,1,830000,2,,2,,2,2,96,35,1,76,76,12.8221180022644
7793110,1,1,3,1,2,1,650000,2,,2,,2,2,60,42,1,76,76,12.8221180022644
7793110,1,1,4,1,2,2,904000,2,,2,,2,2,96,30,1,76,76,12.8221180022644
7793110,1,1,1,1,2,1,945000,2,,2,,2,2,48,21,1,76,76,12.8221180022644
7793110,1,1,5,1,2,2,940000,2,,2,,2,2,84,28,1,76,76,12.8221180022644
7793110,1,1,6,1,2,2,700000,2,,2,,2,2,72,25,1,76,76,12.8221180022644
7793110,1,1,7,1,2,2,800000,2,,2,,2,2,84,23,1,76,76,12.8221180022644
7793125,1,1,1,1,1,1,1300000,1,104000,1,650000,1,2,84,24,1,76,76,18.4363181625012
7793125,1,1,2,1,1,2,1300000,1,104000,1,650000,1,2,84,45,1,76,76,18.4363181625012
7793151,1,1,1,2,,2,,2,,,,2,2,72,38,1,76,76,140.14821279882
7793293,1,1,1,3,,1,,2,,,,2,2,12,24,1,08,"",119.053206602705
7793328,1,3,1,1,2,1,800000,2,,2,,2,2,34,25,2,08,"",51.5364140586251
7793328,1,3,2,1,2,1,800000,2,,2,,2,2,33,32,2,08,"",51.5364140586251
7793329,1,2,1,1,2,1,150000,2,,2,,2,2,1,36,2,08,"",98.8221138007333
7793331,1,2,1,1,2,1,150000,2,,2,,2,2,120,60,2,08,"",40.4203803830728
7793336,1,1,1,3,,1,,2,,,,2,2,11,47,2,08,"",46.9858559568907
7793342,1,1,1,2,,1,,2,,,,2,2,156,25,2,08,"",67.5118355210096
7793342,1,1,2,2,,1,,2,,,,2,2,36,54,2,08,"",67.5118355210096
7793342,1,1,3,2,,1,,2,,,,2,2,36,37,2,08,"",67.5118355210096
7793377,1,1,1,1,2,2,600000,2,,2,,2,2,36,35,1,20,"",246.570462696612
7793388,1,1,1,3,,1,,2,,,,2,2,18,81,2,20,"",73.7572551895445
7793405,1,1,1,3,,2,,2,,,,2,2,36,28,1,20,"",173.977567895394
7793429,1,1,1,3,,1,,2,,,,2,2,120,76,1,20,"",104.34535535537
7793448,1,1,1,3,,1,,2,,,,2,2,12,50,2,20,"",80.719522599794
7793448,1,1,2,3,,1,,2,,,,2,2,36,43,2,20,"",80.719522599794
7793448,1,3,1,1,2,1,800000,2,,2,,2,2,12,99,2,20,"",80.719522599794
7793448,1,3,2,1,2,1,800000,2,,2,,2,2,36,99,2,20,"",80.719522599794
7793448,1,3,3,1,2,2,800000,2,,2,,2,2,24,99,2,20,"",80.719522599794
7793448,1,3,4,1,2,1,800000,2,,2,,2,2,99,99,2,20,"",80.719522599794
7793448,1,3,5,1,2,1,800000,2,,2,,2,2,24,99,2,20,"",80.719522599794
7793448,1,3,6,1,2,1,800000,2,,2,,2,2,72,99,2,20,"",80.719522599794
7793456,1,1,1,1,2,1,450000,2,,2,,2,2,18,99,2,20,"",91.3904807618729
7793460,1,1,1,3,,1,,2,,,,2,2,60,46,2,19,"",81.126287009687
7793471,1,1,1,3,,2,,2,,,,2,2,380,60,2,19,"",81.1302044506944
7793497,1,2,1,3,,2,,2,,,,2,2,36,26,2,19,"",340.807504563604
7793533,1,3,1,3,,1,,2,,,,2,2,36,23,2,19,"",315.465565177132
7793536,1,3,1,3,,2,,2,,,,2,2,36,63,1,19,"",45.6367680407389
7793545,1,1,1,3,,1,,2,,,,2,2,12,47,1,19,"",38.6512088239071
7793550,1,2,1,3,,2,,2,,,,2,2,24,36,2,19,"",252.067734984697
7793554,1,1,1,3,,1,,2,,,,2,2,46,27,2,19,"",213.278889350213
7793554,1,1,2,3,,2,,2,,,,2,2,24,19,2,19,"",213.278889350213
7793557,1,1,1,1,2,1,680000,2,,2,,2,2,9,38,2,19,"",249.101509267314
7793567,1,1,1,3,,1,,2,,,,2,2,24,28,2,19,"",226.011873056308
7793567,1,1,2,3,,2,,2,,,,2,2,30,42,2,19,"",226.011873056308
7793617,1,1,1,1,2,1,1300000,2,,2,,2,2,18,32,1,73,"",289.754440796176
7793617,1,1,1,3,,2,,2,,,,2,2,84,52,1,73,"",289.754440796176
7793617,1,1,2,1,2,1,1300000,2,,2,,2,2,18,35,1,73,"",289.754440796176
7793641,1,1,1,1,2,1,200000,2,,2,,2,2,12,28,2,73,"",51.6827772761251
7793641,1,1,1,3,,2,,2,,,,2,2,12,56,2,73,"",51.6827772761251
7793641,1,1,2,1,2,1,200000,2,,2,,2,2,12,36,2,73,"",51.6827772761251
7793676,1,1,1,1,2,1,300000,2,,2,,2,2,1,45,2,73,"",74.8819538043263
7793676,1,1,1,3,,2,,2,,,,2,2,216,55,2,73,"",74.8819538043263
7793676,1,1,2,1,2,1,300000,2,,2,,2,2,1,18,2,73,"",74.8819538043263
7793692,1,1,1,3,,1,,2,,,,2,2,60,16,2,73,"",71.348692315804
7793694,1,1,1,1,2,1,500000,2,,2,,2,2,1,40,2,73,"",41.5675463678174
7793694,1,1,2,1,2,1,500000,2,,2,,2,2,1,48,2,73,"",41.5675463678174
7793698,1,1,1,3,,1,,2,,,,2,2,84,21,2,73,"",147.51039446823
7793698,1,1,2,3,,1,,2,,,,2,2,80,20,2,73,"",147.51039446823
7793709,1,1,1,3,,2,,2,,,,2,2,156,53,1,73,"",81.4211220597763
7793712,1,3,1,1,2,1,1300000,2,,2,,2,2,2,25,1,73,"",108.945419154842
7793712,1,3,1,2,,1,,2,,,,2,2,36,28,1,73,"",108.945419154842
7793712,1,3,2,1,2,2,1300000,2,,2,,2,2,2,22,1,73,"",108.945419154842
7793712,1,3,3,1,2,2,1300000,2,,2,,2,2,2,21,1,73,"",108.945419154842
7793712,1,3,4,1,2,2,1300000,2,,2,,2,2,2,30,1,73,"",108.945419154842
7793712,1,3,5,1,2,2,1300000,2,,2,,2,2,2,28,1,73,"",108.945419154842
7793803,1,1,1,1,1,2,1360000,1,370000,1,574009,1,1,36,45,1,05,05,72.8223861883694
7793803,1,1,1,2,,1,,1,373480,,,1,1,134,40,1,05,05,72.8223861883694
7793839,1,2,1,2,,1,,1,670000,,,1,2,240,57,1,08,08,47.2770137167878
7793851,1,1,1,1,1,2,320000,2,,2,,2,2,48,40,1,11,11,324.642946478973
7793852,1,2,1,3,,2,,2,,,,2,2,12,36,1,11,11,249.36888300089
7793876,1,1,1,1,2,2,600000,2,,2,,2,2,9,29,1,13,13,43.2158672334057
7793881,1,2,1,1,2,1,960000,2,,2,,2,2,6,998,1,13,13,27.4230746410172
7793887,1,2,1,2,,1,,2,,,,2,2,99,65,1,13,13,50.3014322480372
7793897,1,1,1,2,,1,,1,372000,,,1,2,99,99,1,13,13,32.5541241862221
7793913,1,1,1,1,1,2,1300000,1,370500,1,853795,1,1,10,45,1,15,15,10.1752594814723
7793914,1,1,1,3,,1,,2,,,,2,2,18,23,1,15,15,5.20340231212146
7793915,1,1,1,1,1,2,1300000,1,370500,2,,1,1,12,33,1,15,15,11.322246631594
7793985,1,1,1,2,,1,,2,,,,2,2,48,62,1,18,18,5.02181056162268
7794006,1,2,1,2,,1,,2,,,,2,2,80,34,1,18,18,8.53412026547673
7794075,1,2,1,1,2,1,1300000,2,,2,,2,2,5,25,1,19,19,11.8492888549311
7794075,1,2,2,1,2,1,1300000,2,,2,,2,2,3,20,1,19,19,11.8492888549311
7794075,1,2,3,1,2,1,1300000,2,,2,,2,2,3,22,1,19,19,11.8492888549311
7794083,1,1,1,1,2,1,1000000,2,,2,,2,2,12,999,1,20,20,18.3112645461143
7794083,1,1,2,1,2,1,1000000,2,,2,,2,2,12,999,1,20,20,18.3112645461143
7794083,1,1,3,1,2,1,1000000,2,,2,,2,2,999,999,1,20,20,18.3112645461143
7794093,1,1,1,1,2,2,1300000,1,339841,2,,1,2,36,38,1,20,20,12.2498659979562
7794095,1,1,1,2,,2,,2,,,,2,2,60,37,1,20,20,37.531088722099
7794098,1,1,1,1,2,2,2000000,2,,2,,2,2,6,22,1,23,23,22.7116403754179
7794098,1,1,2,1,2,1,2031000,2,,2,,2,2,6,56,1,23,23,22.7116403754179
7794098,1,1,3,1,1,1,2000000,2,,2,,2,2,24,22,1,23,23,22.7116403754179
7794098,1,1,4,1,1,1,1200000,2,,2,,2,2,24,27,1,23,23,22.7116403754179
7794098,1,1,5,1,1,2,2000000,2,,2,,2,2,24,32,1,23,23,22.7116403754179
7794108,1,1,1,1,1,2,600000,2,,2,,2,2,24,41,1,23,23,27.4113634732457
7794108,1,1,2,1,2,2,600000,2,,2,,2,2,3,35,1,23,23,27.4113634732457
7794111,1,1,1,3,,2,,2,,,,2,2,7,17,1,23,23,31.8255776874446
7794249,1,1,1,1,2,2,671438,2,,2,,2,2,36,39,1,44,44,7.39743280637209
7794249,1,1,1,3,,2,,2,,,,2,2,60,49,1,44,44,7.39743280637209
7794249,1,1,2,1,2,2,671438,2,,2,,2,2,24,36,1,44,44,7.39743280637209
7794250,1,1,1,3,,2,,2,,,,2,2,84,35,1,44,44,7.79409351115085
7794289,1,1,1,1,2,1,1500000,1,200000,1,600000,1,2,14,26,1,50,50,11.6335532698869
7794313,1,1,1,3,,2,,2,,,,2,2,48,42,1,50,50,25.3046438581042
7794320,1,1,1,1,1,2,1388196,1,263351,1,818000,1,2,72,99,1,50,50,25.1693130661586
7794320,1,1,2,1,1,2,1388196,1,263351,1,818000,1,2,48,99,1,50,50,25.1693130661586
7794320,1,1,3,1,1,2,1388196,1,263351,1,818000,1,2,12,99,1,50,50,25.1693130661586
7794320,1,1,4,1,1,1,1388196,1,263351,1,818000,1,2,9,99,1,50,50,25.1693130661586
7794337,1,1,1,3,,2,,2,,,,2,2,2,32,1,52,52,20.0709329051417
7794399,1,1,1,1,1,2,1500000,2,,2,,2,2,180,55,1,54,54,60.858645301688
7794415,1,1,1,1,1,1,1000000,2,,2,,2,2,24,36,1,54,54,30.3559957748064
7794415,1,1,2,1,2,1,1000000,2,,2,,2,2,6,40,1,54,54,30.3559957748064
7794421,1,1,1,1,2,2,320000,2,,2,,2,2,2,37,1,54,54,41.0495354784017
7794421,1,1,1,2,,1,,2,,,,2,2,36,42,1,54,54,41.0495354784017
7794429,1,1,1,3,,2,,2,,,,2,2,36,44,1,54,54,51.3123611883623
7794439,1,1,1,2,,2,,2,,,,2,2,11,28,1,63,63,14.8229450011708
7794518,1,2,1,1,1,1,800000,2,,2,,2,2,2,28,1,66,66,16.6773572538063
7794518,1,2,2,1,1,2,900000,2,,2,,2,2,4,32,1,66,66,16.6773572538063
7794518,1,2,3,1,1,1,600000,2,,2,,2,2,2,26,1,66,66,16.6773572538063
7794554,1,2,1,1,2,2,1300000,2,,2,,2,2,18,32,1,66,66,11.5212718434527
7794561,1,1,1,1,2,1,1300000,2,,2,,2,2,3,36,1,68,"",49.0255085121985
7794564,1,1,1,3,,2,,2,,,,2,2,1,26,1,68,"",29.5422145416523
7794628,1,1,1,3,,1,,2,,,,2,2,60,55,1,68,68,20.2955856564898
7794628,1,1,2,3,,1,,2,,,,2,2,60,52,1,68,68,20.2955856564898
7794628,1,1,3,3,,2,,2,,,,2,2,60,50,1,68,68,20.2955856564898
7794676,1,1,1,1,2,1,1000000,2,,2,,2,2,30,27,1,76,76,126.228341317569
7794676,1,1,2,1,2,1,1000000,2,,2,,2,2,24,19,1,76,76,126.228341317569
7794751,1,2,1,1,1,2,2000000,2,,2,,2,2,108,40,1,88,88,5.7438979178862
7794751,1,2,2,1,1,2,2000000,2,,2,,2,2,84,45,1,88,88,5.7438979178862
7794751,1,2,3,1,1,2,2000000,2,,2,,2,2,36,38,1,88,88,5.7438979178862
7794751,1,2,4,1,1,2,2000000,2,,2,,2,2,48,35,1,88,88,5.7438979178862
7794751,1,2,5,1,1,2,2000000,2,,2,,2,2,12,30,1,88,88,5.7438979178862
7794751,1,2,6,1,1,2,2000000,2,,2,,2,2,12,28,1,88,88,5.7438979178862
7794751,1,2,7,1,1,2,2000000,2,,2,,2,2,12,30,1,88,88,5.7438979178862
7794751,1,2,8,1,1,2,2000000,2,,2,,2,2,24,42,1,88,88,5.7438979178862
7794762,1,2,1,1,1,2,1359259,2,,2,,2,2,240,41,1,88,88,5.10951484463057
7794762,1,2,2,1,1,2,1359259,2,,2,,2,2,24,19,1,88,88,5.10951484463057
7794838,1,1,1,2,,1,,2,,,,2,2,20,55,1,08,"",85.8936009210836
7794838,1,1,2,2,,1,,2,,,,2,2,15,52,1,08,"",85.8936009210836
7794849,1,2,1,3,,1,,2,,,,2,2,5,37,1,08,"",115.472701804698
7794861,1,1,1,3,,2,,2,,,,2,2,11,45,2,08,"",49.0877566582269
7794868,1,2,1,1,2,1,0,2,,2,,2,2,18,40,1,08,"",102.126657705481
7794878,1,1,1,3,,2,,2,,,,2,2,96,59,1,08,"",140.347720969253
7794879,1,1,1,3,,2,,2,,,,2,2,18,33,1,08,"",118.76218812263
7794897,1,2,1,3,,2,,2,,,,2,2,36,82,2,08,"",26.2054337389855
7794921,1,1,1,1,2,1,700000,2,,2,,2,2,12,37,2,13,"",104.237211308372
7794930,1,1,1,1,2,1,525000,2,,2,,2,2,24,38,2,13,"",97.4214490873403
7794931,1,1,1,1,2,1,450000,2,,2,,2,2,6,35,2,13,"",135.313711755031
7794933,1,1,1,1,2,1,175000,2,,2,,2,2,6,35,2,13,"",180.713998858502
7794934,1,1,1,1,2,1,420000,2,,2,,2,2,7,34,2,13,"",105.053021793515
7794936,1,1,1,3,,1,,2,,,,2,2,12,35,2,13,"",183.05328270073
7794938,1,1,1,3,,1,,2,,,,2,2,56,34,2,13,"",152.406490760739
7794941,1,1,1,3,,1,,2,,,,2,2,6,42,2,13,"",229.772812745338
7794970,1,1,1,1,2,1,1400000,2,,2,,2,2,168,52,2,20,"",104.741845283994
7794970,1,1,2,1,2,1,1400000,2,,2,,2,2,36,46,2,20,"",104.741845283994
7794970,1,1,3,1,2,1,1400000,2,,2,,2,2,20,35,2,20,"",104.741845283994
7794970,1,1,4,1,2,1,1400000,2,,2,,2,2,9,30,2,20,"",104.741845283994
7794983,1,1,1,1,2,1,1200000,2,,2,,2,2,3,38,1,20,"",112.284014955229
7795017,1,1,1,1,2,1,800000,2,,2,,2,2,1,35,2,20,"",35.585568089207
7795021,1,1,1,1,2,1,1200000,2,,2,,2,2,2,26,2,20,"",28.1766614844033
7795021,1,1,2,1,2,1,1200000,2,,2,,2,2,2,30,2,20,"",28.1766614844033
7795021,1,1,3,1,2,1,1200000,2,,2,,2,2,2,25,2,20,"",28.1766614844033
7795092,1,1,1,1,2,1,1200000,2,,2,,2,2,6,40,2,20,"",89.5787799344344
7795092,1,1,2,1,2,1,1200000,2,,2,,2,2,5,30,2,20,"",89.5787799344344
7795092,1,1,3,1,2,1,1200000,2,,2,,2,2,5,32,2,20,"",89.5787799344344
7795092,1,1,4,1,2,2,1200000,2,,2,,2,2,6,36,2,20,"",89.5787799344344
7795092,1,1,5,1,2,2,1200000,2,,2,,2,2,6,38,2,20,"",89.5787799344344
7795128,1,2,1,3,,2,,2,,,,2,2,336,49,2,25,"",343.338446164047
7795128,1,2,2,3,,1,,2,,,,2,2,240,30,2,25,"",343.338446164047
7795176,1,1,1,2,,2,,2,,,,2,2,70,64,1,41,"",120.3015856142
7795195,1,1,1,1,2,2,500000,2,,2,,2,2,9,46,1,41,"",75.9799051935876
7795195,1,1,2,1,2,2,500000,2,,2,,2,2,9,43,1,41,"",75.9799051935876
7795300,1,1,1,1,1,1,1300000,1,266500,1,310870,1,2,108,27,2,50,"",70.0393779264243
7795300,1,1,2,1,1,1,1300000,1,266500,1,310870,1,2,108,52,2,50,"",70.0393779264243
7795300,1,1,3,1,1,1,1300000,1,266500,1,310870,1,2,108,45,2,50,"",70.0393779264243
7795300,1,1,4,1,1,1,1300000,1,266500,1,310870,1,2,12,22,2,50,"",70.0393779264243
7795300,1,1,5,1,1,1,1300000,1,266500,1,310870,1,2,12,23,2,50,"",70.0393779264243
7795301,1,1,1,3,,2,,2,,,,2,2,36,26,2,50,"",38.6599645133713
7795377,1,1,1,1,2,1,1500000,2,,2,,2,2,18,33,2,50,"",27.5960188916609
7795403,1,1,1,1,2,2,1200000,2,,2,,2,2,24,31,2,50,"",51.4031687302523
7795403,1,1,1,2,,1,,2,,,,2,2,30,31,2,50,"",51.4031687302523
7795403,1,1,2,1,2,2,1200000,2,,2,,2,2,16,20,2,50,"",51.4031687302523
7795403,1,1,2,2,,1,,2,,,,2,2,30,23,2,50,"",51.4031687302523
7795403,1,1,3,1,2,2,1200000,2,,2,,2,2,6,22,2,50,"",51.4031687302523
7795403,1,1,3,2,,2,,2,,,,2,2,30,30,2,50,"",51.4031687302523
7795403,1,1,4,1,2,2,1200000,2,,2,,2,2,12,22,2,50,"",51.4031687302523
7795405,1,1,1,1,2,1,1800000,2,,2,,2,2,4,22,2,50,"",69.6455303235448
7795405,1,1,2,1,2,1,1100000,2,,2,,2,2,4,21,2,50,"",69.6455303235448
7795405,1,1,3,1,2,1,1400000,2,,2,,2,2,3,25,2,50,"",69.6455303235448
7795460,1,4,1,1,2,1,1500000,2,,2,,2,2,24,30,1,50,"",40.482133593869
7795502,1,1,1,1,2,1,1200000,2,,2,,2,2,1,24,2,50,"",51.3405914421788
7795502,1,1,1,3,,2,,2,,,,2,2,300,48,2,50,"",51.3405914421788
7795510,1,2,1,1,2,1,800000,2,,2,,2,2,12,35,2,50,"",60.5142618641865
7795511,1,1,1,1,2,1,1200000,2,,2,,2,2,1,21,2,50,"",57.0897561852318
7795511,1,1,1,3,,2,,2,,,,2,2,250,46,2,50,"",57.0897561852318
7795511,1,1,2,1,2,1,1200000,2,,2,,2,2,1,20,2,50,"",57.0897561852318
7795547,1,1,1,2,,1,,2,,,,2,2,36,999,1,50,"",96.2209660003622
7795605,1,1,1,3,,2,,2,,,,2,2,30,38,2,50,"",71.6925509829856
7795612,1,1,1,3,,2,,2,,,,2,2,100,48,2,50,"",31.394046549274
7795619,1,1,1,3,,1,,2,,,,2,2,48,44,2,50,"",25.7971661232062
7795642,1,1,1,3,,2,,2,,,,2,2,100,50,1,50,"",37.6119100981292
7795645,1,1,1,1,2,2,1200000,2,,2,,2,2,7,32,2,50,"",118.153901859048
7795645,1,1,1,3,,2,,2,,,,2,2,22,40,2,50,"",118.153901859048
7795645,1,1,2,1,2,2,1200000,2,,2,,2,2,7,50,2,50,"",118.153901859048
7795645,1,1,2,3,,2,,2,,,,2,2,22,22,2,50,"",118.153901859048
7795645,1,1,3,1,2,2,1200000,2,,2,,2,2,5,24,2,50,"",118.153901859048
7795645,1,1,4,1,2,2,1200000,2,,2,,2,2,5,43,2,50,"",118.153901859048
7795645,1,1,5,1,2,1,1200000,2,,2,,2,2,3,46,2,50,"",118.153901859048
7795695,1,2,1,2,,2,,2,,,,2,2,12,28,2,17,"",34.1914814941479
7795700,1,2,1,1,2,2,1300000,2,,2,,2,2,5,24,2,17,"",58.9789756638162
7795788,1,1,1,3,,2,,2,,,,2,2,144,68,1,05,05,70.5999290486764
7795820,1,1,1,1,1,1,1300000,1,427050,1,396240,1,2,6,30,1,05,05,72.3041095383206
7795822,1,2,1,2,,2,,2,,,,2,2,6,45,1,05,05,49.1258231820819
7795881,1,1,1,1,2,2,2200000,1,300000,2,,1,2,24,37,1,05,05,197.373681267838
7795881,1,1,2,1,2,2,2200000,1,300000,2,,1,2,36,45,1,05,05,197.373681267838
7795881,1,1,3,1,2,1,2200000,1,300000,2,,1,2,24,50,1,05,05,197.373681267838
7795899,1,1,1,2,,2,,1,370000,,,1,1,240,46,1,05,05,94.3789588775297
7795979,1,1,1,1,2,1,360000,2,,2,,2,2,12,18,1,08,08,74.4538257889631
7795979,1,1,2,1,2,2,400000,2,,2,,2,2,2,42,1,08,08,74.4538257889631
7795991,1,1,1,1,2,1,1200000,2,,2,,2,2,12,32,1,08,08,163.152060629371
7795991,1,1,2,1,2,1,1200000,2,,2,,2,2,12,35,1,08,08,163.152060629371
7795991,1,1,3,1,2,1,1200000,2,,2,,2,2,12,38,1,08,08,163.152060629371
7795995,1,1,1,2,,2,,2,,,,2,2,60,51,1,08,08,47.3133046205925
7795998,1,2,1,1,2,1,600000,2,,2,,2,2,12,34,1,08,08,97.868749425522
7795998,1,2,2,1,2,1,600000,2,,2,,2,2,8,45,1,08,08,97.868749425522
7796013,1,2,1,1,2,1,30000,2,,2,,2,2,60,43,1,08,08,161.577501778003
7796058,1,1,1,2,,1,,2,,,,2,2,204,49,1,08,08,35.8206729023686
7796059,1,1,1,3,,1,,2,,,,2,2,12,12,1,08,08,74.0311534854036
7796066,1,1,1,1,2,1,880000,2,,2,,2,2,5,24,1,08,08,52.6846884472906
7796157,1,1,1,1,2,1,1500000,2,,2,,2,2,12,70,1,11,11,322.753787517581
7796157,1,1,1,2,,1,,2,,,,2,2,18,65,1,11,11,322.753787517581
7796158,1,1,1,1,1,2,1405511,1,364038,2,,1,1,49,24,1,11,11,346.151688786516
7796158,1,1,2,1,1,1,1405511,1,364038,2,,1,1,37,38,1,11,11,346.151688786516
7796158,1,1,3,1,2,1,1405511,1,364038,2,,1,1,18,28,1,11,11,346.151688786516
7796201,1,1,1,3,,2,,2,,,,2,2,7,83,1,11,11,268.241037519911
7796201,1,1,2,3,,2,,2,,,,2,2,7,45,1,11,11,268.241037519911
7796217,1,1,1,2,,1,,2,,,,2,2,121,36,1,11,11,278.626994511767
7796234,1,1,1,1,2,1,1300000,2,,2,,2,2,12,52,1,11,11,344.584755859243
7796234,1,1,2,1,2,1,1300000,2,,2,,2,2,8,49,1,11,11,344.584755859243
7796234,1,1,3,1,2,1,1300000,2,,2,,2,2,25,47,1,11,11,344.584755859243
7796234,1,1,4,1,2,1,1300000,2,,2,,2,2,10,53,1,11,11,344.584755859243
7796234,1,1,5,1,2,1,1300000,2,,2,,2,2,7,48,1,11,11,344.584755859243
7796235,1,1,1,3,,1,,2,,,,2,2,13,24,1,11,11,428.362714873313
7796251,1,2,1,3,,2,,2,,,,2,2,48,40,1,13,13,34.2832310125986
7796282,1,3,1,3,,1,,2,,,,2,2,18,41,1,13,13,28.5030218796386
7796329,1,2,1,1,2,1,934153,2,,2,,2,2,6,998,1,13,13,51.3851647396585
7796329,1,2,1,2,,1,,2,,,,2,2,18,51,1,13,13,51.3851647396585
7796329,1,2,2,1,2,2,934153,2,,2,,2,2,6,998,1,13,13,51.3851647396585
7796349,1,1,1,3,,2,,2,,,,2,2,336,49,1,13,13,19.5835794618239
7796366,1,1,1,2,,1,,2,,,,2,2,6,50,1,15,15,11.0849407012181
7796388,1,1,1,1,2,1,692560,2,,2,,2,2,120,28,1,15,15,13.3204270065517
7796388,1,1,2,1,2,2,692560,2,,2,,2,2,1,998,1,15,15,13.3204270065517
7796415,1,2,1,1,2,1,1000000,2,,2,,2,2,3,32,1,15,15,8.66198724060634
7796415,1,2,2,1,2,1,1000000,2,,2,,2,2,3,998,1,15,15,8.66198724060634
7796458,1,1,1,1,1,2,1300000,1,370500,1,344000,1,1,120,44,1,15,15,8.57887660899791
7796458,1,1,2,1,1,2,1300000,1,370500,1,344000,1,1,72,36,1,15,15,8.57887660899791
7796500,1,1,1,1,1,2,3500000,1,754000,2,,1,1,30,43,1,17,17,12.7183719129659
7796509,1,1,1,1,1,1,1500000,2,,2,,2,2,96,31,1,17,17,16.4255478185125
7796509,1,1,2,1,2,2,1500000,2,,2,,2,2,12,26,1,17,17,16.4255478185125
7796561,1,1,1,3,,2,,2,,,,2,2,3,17,1,17,17,7.85795444624508
7796650,1,2,1,1,2,2,1300000,1,377300,2,,1,2,16,26,1,17,17,11.9206685901298
7796650,1,2,1,2,,2,,1,377300,,,1,2,96,37,1,17,17,11.9206685901298
7796650,1,2,2,1,2,2,1300000,1,377300,2,,1,2,2,24,1,17,17,11.9206685901298
7796658,1,1,1,1,2,1,1300000,1,377000,2,,1,1,2,48,1,17,17,14.9191094361595
7796708,1,2,1,1,2,1,840000,2,,2,,2,2,12,27,1,18,18,9.08864370053624
7796755,1,1,1,1,2,1,1300000,1,266000,2,,1,1,11,27,1,18,18,7.78688177637139
7796755,1,1,1,2,,2,,2,,,,2,2,15,35,1,18,18,7.78688177637139
7796755,1,1,2,1,2,1,1300000,1,266000,2,,1,1,7,33,1,18,18,7.78688177637139
7796766,1,1,1,1,1,1,1300000,1,264000,2,,2,2,15,37,1,18,18,7.23040386746298
7796766,1,1,1,2,,1,,2,,,,2,2,140,43,1,18,18,7.23040386746298
7796791,1,1,1,1,2,1,840000,2,,2,,2,2,5,33,1,18,18,9.4823558505297
7796830,1,1,1,1,2,1,1300000,2,,2,,2,2,120,50,1,19,19,12.0331959279112
7796830,1,1,2,1,2,2,1300000,2,,2,,2,2,24,48,1,19,19,12.0331959279112
7796839,1,1,1,1,2,2,800000,2,,2,,2,2,36,35,1,19,19,19.3779805371864
7796839,1,1,2,1,2,2,800000,2,,2,,2,2,6,33,1,19,19,19.3779805371864
